topic,label,family,total_tweets,peak_day,peak_tweets,peak_authors,peak_originals,peak_rt_fraction,peak_likes,peak_views,peak_retweets,peak_per_100k,baseline_per_100k,share_lift,spike_score,baseline_tweets,low_baseline,window_boundary_peak,language_adjusted_share_lift
#れいわ新選組,#れいわ新選組,Hashtag / unclassified,2462,2026-08-17,269,242,20,0.9256505576208178,855,75628,353,1.2312876320864952,0.6359974515007807,1.939129778960274,5.34878474673559,2093,False,True,
#unify,#unify,Hashtag / unclassified,2951,2026-08-30,345,115,76,0.7797101449275362,3264,196491,920,1.4548717751923699,0.7728674636174017,1.884789176570852,5.346002088365338,2529,False,False,
#scotland,#scotland,Hashtag / unclassified,1822,2026-08-23,221,169,102,0.5384615384615384,4598,131032,1086,0.8952824206881053,0.4517987319775103,1.985405389879044,5.345590607469125,1474,False,False,
#alue3d,#alue3d,Hashtag / unclassified,2007,2026-08-21,251,151,77,0.6932270916334662,4646,95029,356,1.020822750600801,0.5233670406731907,1.9538045019539834,5.3430105687826295,1708,False,False,
#キン肉マン,#キン肉マン,Hashtag / unclassified,2315,2026-08-25,250,157,55,0.78,2975,171721,473,1.1682812937229274,0.5987179709441289,1.9547120309766424,5.342870340372751,1973,False,False,
#ラッコ,#ラッコ,Hashtag / unclassified,1728,2026-08-24,212,153,31,0.8537735849056604,13735,164773,1238,0.8904282283556954,0.447226032083965,1.9950165392820551,5.341995303645827,1463,False,False,
#ladsis6,#ladsis6,Hashtag / unclassified,8050,2026-08-23,885,595,167,0.8112994350282485,43544,529687,8943,3.5851807344297426,2.078764586344284,1.725516060737257,5.3413356040198146,6782,False,False,
#向井純葉,#向井純葉,Hashtag / unclassified,1746,2026-08-23,221,151,50,0.7737556561085973,10627,312163,1172,0.8952824206881053,0.45210524400734575,1.9840598084558796,5.340306257526819,1475,False,False,
#tver,#tver,Hashtag / unclassified,37479,2026-08-31,2957,2246,532,0.8200879269529929,297779,7462483,57371,15.523043898296713,9.772292655063126,1.5887191601747332,5.3377494663278995,32433,False,True,
#vtuber楽曲ランキング,#vtuber楽曲ランキング,Hashtag / unclassified,4533,2026-08-24,507,313,315,0.37869822485207105,1957,48590,505,2.1294675083789505,1.1772163018150028,1.8104495915680687,5.335460378685307,3851,False,False,
#minsung,#minsung,Hashtag / unclassified,2994,2026-08-21,346,287,19,0.9450867052023122,24099,178320,3702,1.4071899271230166,0.7495057268657052,1.8798193623224864,5.326360256431339,2446,False,False,
#ソフビ,#ソフビ,Hashtag / unclassified,2140,2026-08-31,209,146,49,0.7655502392344498,3584,236835,842,1.0971647530416007,0.551391963702572,1.9940245056224126,5.324024815503041,1830,False,True,
#すくすく枢,#すくすく枢,Hashtag / unclassified,2795,2026-08-21,336,265,13,0.9613095238095238,17219,540691,1474,1.3665196980154148,0.7259113110976515,1.884891930828181,5.322359971289564,2369,False,False,
#ジョイフル,#ジョイフル,Hashtag / unclassified,8641,2026-08-23,965,933,14,0.9854922279792746,3501,143163,12509,3.9092648686154816,2.286579742572745,1.7104271685457062,5.322280288048964,7460,False,False,
#ドラクエウォーク,#ドラクエウォーク,Hashtag / unclassified,6047,2026-08-27,645,392,588,0.08837209302325577,31066,2723705,25450,2.7417616332839834,1.5515648086971292,1.768290222381892,5.321294830094577,5080,False,False,
#立ち絵公開,#立ち絵公開,Hashtag / unclassified,5981,2026-08-29,640,484,23,0.9640625,4485,145429,1089,2.786770919766775,1.576969806110983,1.7683777882076668,5.315366815086008,5172,False,False,
#faelight,#faelight,Hashtag / unclassified,2858,2026-08-20,310,176,3,0.9903225806451613,2897,36776,609,1.3120093164511875,0.6917020948087954,1.8994235535873976,5.312532191489335,2264,False,False,
#ukraine,#ukraine,Hashtag / unclassified,13045,2026-08-24,1286,1044,681,0.4704510108864697,21851,952171,4608,5.401371234270869,3.2314602769375216,1.6720662052145057,5.310136244989371,10571,False,False,
#sunnews,#sunnews,Hashtag / unclassified,9849,2026-08-17,912,563,124,0.8640350877192983,45882,3584736,14196,4.174477027743062,2.4352047665204277,1.7150528653046258,5.305145470681088,8014,False,True,
#無償企画,#無償企画,Hashtag / unclassified,10630,2026-08-25,1013,735,49,0.9516288252714709,2300,206272,1266,4.7338758021653025,2.7842054654903103,1.7010073884119683,5.304685514212813,9175,False,False,
#tearsofthemis,#tearsofthemis,Hashtag / unclassified,3556,2026-08-26,429,165,14,0.9673659673659674,5196,77929,2731,1.7037103196831718,0.930143805757977,1.833495532034392,5.3033668387205575,3030,False,False,
#venti,#venti,Hashtag / unclassified,3042,2026-08-19,335,264,12,0.9641791044776119,13776,103512,1771,1.437318600202709,0.7651944792893995,1.880798675064581,5.301397658591437,2507,False,False,
#jailer,#jailer,Hashtag / unclassified,2095,2026-08-22,245,206,27,0.889795918367347,7446,402890,1764,1.0617173707492358,0.5456587408875448,1.949179516382121,5.300901876513348,1789,False,False,
#イベントgo_赤ブー,#イベントgo_赤ブー,Hashtag / unclassified,4536,2026-08-30,498,440,81,0.8373493975903614,3035,99840,660,2.100075779842899,1.1637324244583098,1.8061782738130554,5.298982088803303,3808,False,False,
#rugby,#rugby,Hashtag / unclassified,2343,2026-08-22,258,144,196,0.24031007751937983,6173,1065915,521,1.118053394503277,0.5782945627293375,1.9365991881717166,5.298576671322911,1896,False,False,
#ntbts,#ntbts,Hashtag / unclassified,1803,2026-08-19,213,132,9,0.9577464788732395,1948,18820,304,0.9138771995318717,0.4621078746087558,1.9816152191885148,5.294484332694101,1514,False,False,
#なにわ譲,#なにわ譲,Hashtag / unclassified,1751,2026-08-24,209,114,209,0.0,113,59295,16,0.8778278288978317,0.44294635713579306,1.9858484418485265,5.292329204672366,1449,False,False,
#inter,#inter,Hashtag / unclassified,5687,2026-08-19,598,363,367,0.38628762541806017,26841,2239030,1617,2.5657209639439404,1.4470630340291355,1.7743493314449912,5.29073643697728,4741,False,False,
#バーチャル音楽ライブtopia,#バーチャル音楽ライブtopia,Hashtag / unclassified,2462,2026-08-29,279,133,248,0.11111111111111116,258,39370,33,1.2148579478358286,0.6348126713695025,1.9166959213522687,5.28893453132101,2082,False,False,
#キスは捜査のあとで,#キスは捜査のあとで,Hashtag / unclassified,3964,2026-08-31,353,155,102,0.7110481586402266,22782,923310,2631,1.8531060182951435,0.9937107630005917,1.86719264038226,5.287478086580429,3298,False,True,
#goodbyelara,#goodbyelara,Hashtag / unclassified,5778,2026-08-30,560,337,162,0.7107142857142856,47337,872250,6452,2.361530997413702,1.325395883633322,1.7831404022952737,5.281647638924139,4337,False,False,
#prem_space,#prem_space,Hashtag / unclassified,8611,2026-08-23,950,272,325,0.6578947368421053,23815,559339,10275,3.848499093455656,2.2626718042455773,1.7016447902811502,5.259232664616541,7382,False,False,
#lcb3,#lcb3,Hashtag / unclassified,1934,2026-08-18,218,175,8,0.963302752293578,5713,44274,919,0.9617654979245277,0.49014565212674216,1.9660928855289774,5.2561313144736035,1609,False,False,
#tvglobo,#tvglobo,Hashtag / unclassified,7119,2026-08-23,754,419,78,0.896551724137931,21097,2958169,2477,3.054492964700594,1.7645897557629082,1.731990638686556,5.251217450125593,5757,False,False,
#epsteinfiles,#epsteinfiles,Hashtag / unclassified,3548,2026-08-30,386,370,72,0.8134715025906736,11143,196065,5416,1.6277695803601588,0.884717796430359,1.8419394103036297,5.250716407713317,2895,False,False,
#aiar,#aiar,Hashtag / unclassified,2341,2026-08-18,260,236,0,1.0,0,0,0,1.147059768166868,0.5976791606418074,1.922390597284766,5.246794622980563,1962,False,False,
#fireemblem,#fireemblem,Hashtag / unclassified,5721,2026-08-29,568,506,22,0.9612676056338029,14805,172578,1610,2.4732591912930126,1.3955511992594682,1.773611649232295,5.2444234746026686,4577,False,False,
#미야오,#미야오,Hashtag / unclassified,7640,2026-08-17,755,363,83,0.8900662251655629,32460,1054783,6172,3.455844469239048,1.9982413956374265,1.730456616412711,5.243793312501023,6576,False,True,
#acmilan,#acmilan,Hashtag / unclassified,2973,2026-08-28,385,247,257,0.33246753246753247,11154,1337675,776,1.4001266732786588,0.7615039384331331,1.8406476432867058,5.2424083182559365,2463,False,False,
#unstablesmp,#unstablesmp,Hashtag / unclassified,2156,2026-08-30,244,186,5,0.9795081967213115,3115,16004,463,1.0289527917302557,0.5326642898715426,1.935112966311912,5.239496182717296,1743,False,False,
#映画偏向報道,#映画偏向報道,Hashtag / unclassified,2339,2026-08-18,264,166,26,0.9015151515151515,3129,43140,838,1.1647068415232813,0.6089503782482023,1.9157897232980472,5.233447439907457,1999,False,False,
#ryujin,#ryujin,Hashtag / unclassified,3044,2026-08-19,311,231,21,0.932475884244373,11690,145717,2299,1.3343465213822165,0.7108647555903516,1.8796892754867507,5.228971064407818,2329,False,False,
#brimiga,#brimiga,Hashtag / unclassified,2383,2026-08-20,277,178,23,0.9169675090252708,12552,103232,2327,1.1723438085709,0.6168491737716244,1.90349468972985,5.226093415129005,2019,False,False,
#chile,#chile,Hashtag / unclassified,4664,2026-08-31,401,310,183,0.543640897755611,6307,171157,1905,2.1050864400463247,1.1518969820955918,1.8295347055195255,5.22576877720473,3823,False,True,
#supermario,#supermario,Hashtag / unclassified,2184,2026-08-18,236,217,13,0.9449152542372882,5332,55730,915,1.0411773280283878,0.5379721700782018,1.9389252871739608,5.223403890858151,1766,False,False,
#sonicthehedgehog,#sonicthehedgehog,Hashtag / unclassified,18103,2026-08-21,1808,1438,138,0.9236725663716814,70616,3284291,8953,7.353177422654375,4.539626877970329,1.6201689320155706,5.221450458919455,14815,False,False,
#lcdlfmx4,#lcdlfmx4,Hashtag / unclassified,7346,2026-08-24,796,274,648,0.18592964824120606,92358,1950158,7897,3.343305989486479,1.9466407192827677,1.7184184220852394,5.2182910901845645,6368,False,False,
#barcelona,#barcelona,Hashtag / unclassified,5934,2026-08-17,577,493,256,0.5563258232235702,14463,1564143,2018,2.6410890844383186,1.4971617026012165,1.7654134343350005,5.214889247490568,4927,False,True,
#iriamライバー,#iriamライバー,Hashtag / unclassified,2654,2026-08-18,296,256,126,0.5743243243243243,4643,72317,654,1.3058834283745882,0.6933321965447266,1.8862559140079855,5.2127565308819905,2276,False,False,
#夏の創作クラスタフォロー祭り,#夏の創作クラスタフォロー祭り,Hashtag / unclassified,4821,2026-08-30,541,397,47,0.9131238447319778,4482,65339,521,2.2814076242871653,1.28658442935123,1.774656076565961,5.209581036209203,4210,False,False,
#bendy,#bendy,Hashtag / unclassified,2815,2026-08-19,307,187,49,0.8403908794788274,9239,165321,1096,1.3171845082454678,0.7026237300854398,1.8773109296417125,5.206756111181867,2302,False,False,
#latinus,#latinus,Hashtag / unclassified,3772,2026-08-23,397,308,53,0.8664987405541562,17467,902265,6083,1.6082675158967317,0.8812220857770299,1.8270229550141535,5.2051886515910555,2875,False,False,
#鳴潮,#鳴潮,Hashtag / unclassified,41775,2026-08-20,3989,2725,541,0.8643770368513412,238369,5153856,32030,16.882597301044473,10.930359604187041,1.5447320507828122,5.201756509713153,35776,False,False,
#mario,#mario,Hashtag / unclassified,2799,2026-08-28,349,332,31,0.9111747851002865,69081,543580,8563,1.2692057375954595,0.6869921848146252,1.849712595067556,5.197750677324766,2222,False,False,
#tanka,#tanka,Hashtag / unclassified,11048,2026-08-17,1055,767,481,0.5440758293838863,13606,327231,600,4.829027702049265,2.8794609892123253,1.6777658186874704,5.197602701142202,9476,False,True,
#salmankhan,#salmankhan,Hashtag / unclassified,8856,2026-08-25,802,283,252,0.685785536159601,14757,589767,5537,3.7478463902631516,2.188218595275273,1.7136874638651722,5.197547334896261,7211,False,False,
#私立恵比寿中学,#私立恵比寿中学,Hashtag / unclassified,1940,2026-08-18,215,106,36,0.8325581395348838,6761,344998,1267,0.9485301929072177,0.48649012209223563,1.953664473137133,5.193501095447268,1597,False,False,
#viceganda,#viceganda,Hashtag / unclassified,1648,2026-08-28,221,106,43,0.8054298642533937,3467,175746,1035,0.8037090773885288,0.41367936241312714,1.9464990601806156,5.1913335469292745,1338,False,False,
#barça,#barça,Hashtag / unclassified,3408,2026-08-23,388,213,254,0.34536082474226804,14211,794231,906,1.5718080508008363,0.8606857797780522,1.8282552861429266,5.191102201364826,2808,False,False,
#sonamy,#sonamy,Hashtag / unclassified,2786,2026-08-26,319,230,11,0.9655172413793104,6834,119363,821,1.2668615197644097,0.6799566104798412,1.8656496212295761,5.189631877240104,2215,False,False,
#got7,#got7,Hashtag / unclassified,6722,2026-08-22,691,417,152,0.7800289435600579,16338,350886,8502,2.994476339541722,1.7287835345727245,1.733229525203153,5.188917646550616,5668,False,False,
#ตลาดนัดปอนด์ภูวินทร์,#ตลาดนัดปอนด์ภูวินทร์,Hashtag / unclassified,2165,2026-08-22,250,128,232,0.07199999999999995,281,162162,79,1.0833850721930975,0.5660942554987608,1.9171002406664632,5.187990178192069,1856,False,False,
#dodgers,#dodgers,Hashtag / unclassified,11464,2026-08-23,1155,627,462,0.6,47556,3957990,4746,4.678964687306613,2.811941361710773,1.6645919409530905,5.184938760409068,9174,False,False,
#gachiakuta,#gachiakuta,Hashtag / unclassified,8511,2026-08-23,899,669,31,0.9655172413793104,45516,455858,7224,3.641895457912247,2.1486493291467754,1.6957913548994774,5.183143707040518,7010,False,False,
#streetfighter6,#streetfighter6,Hashtag / unclassified,2094,2026-08-17,216,188,58,0.7314814814814814,9551,665732,1087,0.9886919276233567,0.5080686760197349,1.9499022740397776,5.183002903082733,1672,False,True,
#deltarunefanartㅤ,#deltarunefanartㅤ,Hashtag / unclassified,5024,2026-08-19,533,492,23,0.9568480300187617,52571,462287,5011,2.286838250471773,1.2917044421032065,1.7718550240208784,5.182963019319098,4232,False,False,
#第五人格,#第五人格,Hashtag / unclassified,5054,2026-08-27,528,436,77,0.8541666666666666,25168,1132365,5586,2.2444188253859583,1.2669076430070259,1.7730364008223072,5.181229578552473,4148,False,False,
#たぬき,#たぬき,Hashtag / unclassified,1669,2026-08-23,210,179,13,0.9380952380952381,9290,268993,1484,0.850720852237566,0.4358601064260649,1.9557803030869887,5.179230301687668,1422,False,False,
#chennai,#chennai,Hashtag / unclassified,4924,2026-08-25,476,306,207,0.5651260504201681,40315,2457832,9877,2.224407583248454,1.2441681099193758,1.7895270821873779,5.178113487086844,4100,False,False,
#christian,#christian,Hashtag / unclassified,1963,2026-08-23,227,185,89,0.6079295154185023,4100,286697,1126,0.9195887307520355,0.4757066703046784,1.936734259613855,5.177565233649415,1552,False,False,
#تاسي,#تاسي,Hashtag / unclassified,3306,2026-08-19,349,112,341,0.022922636103151817,398,288508,75,1.4973856461813297,0.81250407015093,1.8452205854785484,5.177202029649206,2662,False,False,
#リオナート,#リオナート,Hashtag / unclassified,2051,2026-08-30,241,187,6,0.975103734439834,8048,111165,1046,1.0163017328155395,0.5296082698493306,1.9223953190171157,5.175547049859676,1733,False,False,
#ntecreator,#ntecreator,Hashtag / unclassified,4975,2026-08-23,551,407,88,0.8402903811252269,27903,644011,2637,2.2321294742042803,1.2655881711907326,1.7650958310785638,5.175508994502219,4129,False,False,
#forsakenroblox,#forsakenroblox,Hashtag / unclassified,2751,2026-08-23,313,242,46,0.853035143769968,33174,1240041,3827,1.2679791750017055,0.6804567062347848,1.8659801115555796,5.174071981594991,2220,False,False,
#ガンダム,#ガンダム,Hashtag / unclassified,7764,2026-08-27,808,619,225,0.7215346534653465,34562,2902865,7830,3.4346409297573,2.0121474330111586,1.7078795116469947,5.170537428093697,6588,False,False,
#ひるおび,#ひるおび,Hashtag / unclassified,1839,2026-08-24,214,141,123,0.4252336448598131,1519,54085,110,0.8988284946609377,0.4622048944025666,1.9485529241383055,5.168718776954976,1512,False,False,
#배포,#배포,Hashtag / unclassified,2370,2026-08-25,250,219,10,0.96,6754,565544,5237,1.1682812937229274,0.6120700189530197,1.9120813844522446,5.167093779050198,2017,False,False,
#حضرموت,#حضرموت,Hashtag / unclassified,2371,2026-08-25,252,206,105,0.5833333333333333,4182,235620,1293,1.1776275440727109,0.6175322204112023,1.910303899723877,5.167091095015071,2035,False,False,
#rocky,#rocky,Hashtag / unclassified,4647,2026-08-28,573,273,80,0.8603839441535777,15275,287544,3082,2.083824892957588,1.186932042080714,1.7569426828722359,5.165114130612496,3839,False,False,
#ネクスジ,#ネクスジ,Hashtag / unclassified,5134,2026-08-24,560,227,113,0.7982142857142858,11610,207061,2238,2.3520745654678743,1.3370927302359963,1.7604653797466556,5.164779171371158,4374,False,False,
#morenaorganizacióncriminal,#morenaorganizacióncriminal,Hashtag / unclassified,2838,2026-08-27,325,286,71,0.7815384615384615,3178,39300,1348,1.3815077997167358,0.7452397900041329,1.8562477299311828,5.16416508107455,2440,False,False,
#soobin,#soobin,Hashtag / unclassified,5663,2026-08-21,612,462,60,0.9019607843137255,33734,927179,7416,2.48901802138522,1.4263896805232452,1.7462155921503586,5.1618524711637965,4655,False,False,
#絵かゆ,#絵かゆ,Hashtag / unclassified,4945,2026-08-26,569,364,12,0.9789103690685413,22092,362844,3007,2.2596997013979596,1.2868524203753926,1.7573231624454464,5.1614106556115615,4192,False,False,
#callillust,#callillust,Hashtag / unclassified,4359,2026-08-17,425,339,9,0.9788235294117648,40855,300556,4218,1.9453429131478082,1.0787343300658248,1.8052240840977933,5.159459597092062,3550,False,True,
#بنزین,#بنزین,Hashtag / unclassified,2264,2026-08-17,242,189,116,0.5206611570247934,3476,106812,509,1.1077011411335755,0.5788701123310975,1.91700771786277,5.1571944925920645,1905,False,True,
#whatdatmean,#whatdatmean,Hashtag / unclassified,2144,2026-08-22,239,235,87,0.6359832635983264,22186,270522,1368,1.0357161290166015,0.5404736103145497,1.9197793635475466,5.156955207663378,1772,False,False,
#원위,#원위,Hashtag / unclassified,4518,2026-08-20,500,183,109,0.782,10205,575333,3822,2.116144058792238,1.192147338314452,1.7766165756233143,5.154389266564327,3902,False,False,
#parksiwoo,#parksiwoo,Hashtag / unclassified,3834,2026-08-29,404,200,149,0.6311881188118812,15077,250088,3895,1.7591491431027766,0.9717329412366015,1.8122777106338765,5.150158633991474,3187,False,False,
#taekook,#taekook,Hashtag / unclassified,3838,2026-08-24,417,337,90,0.7841726618705036,28027,358779,3751,1.7514555246430423,0.9705691400318447,1.8064446350272254,5.149189325296577,3175,False,False,
#joy,#joy,Hashtag / unclassified,2793,2026-08-17,268,184,55,0.7947761194029851,4461,210334,1467,1.2267103546437943,0.6493676798170894,1.8921660161139127,5.147350841130818,2137,False,True,
#الأهلي,#الأهلي,Hashtag / unclassified,10181,2026-08-22,988,587,235,0.7621457489878543,57101,11739976,12920,4.281537805307122,2.553524303359712,1.677465367114261,5.146885604203393,8372,False,False,
#ngt48,#ngt48,Hashtag / unclassified,3844,2026-08-30,428,196,117,0.7266355140186915,14415,298157,1857,1.8048844051661863,1.0029857712899615,1.8013392109718915,5.146600507016244,3282,False,False,
#ヴイアラ,#ヴイアラ,Hashtag / unclassified,3192,2026-08-19,347,143,44,0.8731988472622478,5508,187453,1354,1.4888046396129553,0.81036750798299,1.8394976211498637,5.145910758544498,2655,False,False,
#ポイ活,#ポイ活,Hashtag / unclassified,3937,2026-08-31,353,159,309,0.12464589235127477,638,133047,124,1.8531060182951435,1.0105839597040585,1.8360217392460532,5.144926723285361,3354,False,True,
#티엔엑스,#티엔엑스,Hashtag / unclassified,3245,2026-08-27,354,117,81,0.771186440677966,9794,624435,3239,1.5047808033837673,0.8212908997217678,1.8344608407401086,5.14019417668101,2689,False,False,
#sanlorenzo,#sanlorenzo,Hashtag / unclassified,3678,2026-08-22,366,147,271,0.2595628415300546,6492,959349,441,1.586075745690695,0.8686618748170639,1.8280572822775814,5.139503017235892,2848,False,False,
#リバxリバ,#リバxリバ,Hashtag / unclassified,2107,2026-08-29,229,148,16,0.9301310043668123,8104,349074,1938,0.9971414697290493,0.5189486871618123,1.9250942012595278,5.138599079312193,1702,False,False,
#fwmcpix,#fwmcpix,Hashtag / unclassified,7615,2026-08-29,759,590,33,0.9565217391304348,53491,518643,5335,3.30493613766091,1.93340401016043,1.7103783790120521,5.136281419276349,6341,False,False,
#にじさんじ絵描きさんと繋がりたい,#にじさんじ絵描きさんと繋がりたい,Hashtag / unclassified,1935,2026-08-30,224,176,21,0.90625,7653,139295,802,0.9446123989654807,0.4907968155672388,1.9283462901382908,5.13101936628645,1606,False,False,
#glazersout,#glazersout,Hashtag / unclassified,4377,2026-08-18,442,162,101,0.7714932126696833,6132,164222,1596,1.9500016058836755,1.0896525777858028,1.7913366190893163,5.124914390165622,3577,False,False,
#イマソラ,#イマソラ,Hashtag / unclassified,19538,2026-09-01,264,232,189,0.28409090909090906,6102,56173,170,5.522794182405758,2.9255045011312895,1.8898626167871955,5.123761903135332,621,False,True,
#سوريا,#سوريا,Hashtag / unclassified,10623,2026-08-25,976,636,700,0.2827868852459017,29305,3258648,3409,4.560970170694309,2.7241212494503015,1.675054802494723,5.123492085389622,8977,False,False,
#سوريا_الجديدة,#سوريا_الجديدة,Hashtag / unclassified,2380,2026-08-25,247,139,216,0.1255060728744939,4843,416537,643,1.1542619181982523,0.6072147287679686,1.9042843372466058,5.123347652766914,2001,False,False,
#ujeenayp_,#ujeenayp_,Hashtag / unclassified,2456,2026-08-28,309,156,48,0.8446601941747574,9767,159701,2532,1.1237380312807936,0.6059877057770772,1.8569176749608787,5.122241943495439,1960,False,False,
#박한,#박한,Hashtag / unclassified,3902,2026-08-21,432,202,22,0.9490740740740741,3617,64103,1177,1.7569538974483903,0.9802407278182301,1.7941638294775488,5.119523742526651,3199,False,False,
#コンカフェ,#コンカフェ,Hashtag / unclassified,22704,2026-09-01,281,206,204,0.27402135231316727,1875,127388,327,5.878428656272796,3.137497580923412,1.8755296593400201,5.118891440245055,666,False,True,
#zukka,#zukka,Hashtag / unclassified,2695,2026-08-22,288,223,10,0.9652777777777778,93866,833314,4702,1.2480596031664484,0.668271828554841,1.8704081559464103,5.1187842613445484,2191,False,False,
#infinitynikki,#infinitynikki,Hashtag / unclassified,3879,2026-08-28,458,225,243,0.4694323144104804,14289,271576,870,1.665605237302924,0.9349524603417763,1.783136518814526,5.114184678644289,3024,False,False,
#twnpich,#twnpich,Hashtag / unclassified,36222,2026-08-29,3419,1713,505,0.8522959929804036,380094,3907253,199938,14.887452772941568,9.638358959971827,1.544805903880619,5.105610323173242,31611,False,False,
#adoptdontshop,#adoptdontshop,Hashtag / unclassified,1788,2026-08-27,204,110,111,0.4558823529411765,3469,33130,1470,0.8671618188991201,0.44714387400247974,1.9434245785409783,5.102643327154822,1464,False,False,
#齋藤璃佑,#齋藤璃佑,Hashtag / unclassified,2294,2026-08-21,264,162,15,0.9431818181818182,18664,1063968,3084,1.0736940484406832,0.570555872209298,1.8848964420726682,5.102580695665533,1862,False,False,
entity:ukraine-russia,Ukraine / Russia,Conflict / Politics,726160,2026-08-24,60976,33067,13367,0.7807826029913408,2488207,131458098,446577,256.10731911423056,185.79658543566455,1.3784386721534343,5.101837230139665,607792,False,False,1.3702740317674749
#huangxing,#huangxing,Hashtag / unclassified,3131,2026-08-22,342,139,181,0.4707602339181286,11829,181857,4467,1.4820707787601577,0.8097953924295312,1.8325098391476455,5.101131133232447,2655,False,False,
#alienstage,#alienstage,Hashtag / unclassified,4732,2026-08-24,499,437,15,0.969939879759519,20594,251051,1966,2.095866443157981,1.187609798117706,1.766317908079995,5.100608695636154,3885,False,False,
#admk,#admk,Hashtag / unclassified,1797,2026-08-20,202,141,81,0.599009900990099,9177,471045,1716,0.8549221997520641,0.44056290667591996,1.9446513316699547,5.098082285808922,1442,False,False,
#incaseyoumissedit,#incaseyoumissedit,Hashtag / unclassified,3186,2026-08-31,286,215,17,0.9405594405594405,14486,677371,1428,1.5013833462674535,0.8053938355065439,1.867070147399556,5.0979264985936705,2673,False,True,
#키키,#키키,Hashtag / unclassified,9061,2026-08-18,895,633,100,0.888268156424581,69670,2610620,14326,3.9485326634974878,2.349896557181907,1.6811303093605774,5.094591064344454,7714,False,False,
#skywongravee,#skywongravee,Hashtag / unclassified,11343,2026-08-24,1165,655,156,0.8660944206008584,59453,933571,30872,4.893155122803703,2.968871649760402,1.6487755511939506,5.094011427068348,9712,False,False,
#bluejays,#bluejays,Hashtag / unclassified,4420,2026-08-22,456,192,366,0.19736842105263153,17363,1011528,554,1.9760943716802102,1.1114479887055413,1.7796511205197914,5.093252689355694,3644,False,False,
#北山宏光,#北山宏光,Hashtag / unclassified,2073,2026-08-27,230,115,57,0.7521739130434782,3415,114707,847,0.9776824428764591,0.5121996425561192,1.912371027617757,5.090633186295086,1677,False,False,
#dragrace,#dragrace,Hashtag / unclassified,2498,2026-08-28,306,217,137,0.5522875816993464,37622,2501101,1669,1.1128279533071939,0.6019683995652904,1.8511936668562463,5.0880512914467015,1947,False,False,
#devendrafadnavis,#devendrafadnavis,Hashtag / unclassified,2622,2026-08-24,276,132,133,0.5181159420289856,5257,471876,3515,1.1592367501234524,0.620247176417201,1.8719160708923683,5.087012422689284,2029,False,False,
#rosé,#rosé,Hashtag / unclassified,3807,2026-08-28,428,270,118,0.7242990654205608,21247,337862,4458,1.5565044575669247,0.8712619157550018,1.788263986365763,5.082893648080958,2818,False,False,
#ブルーアーカイブ,#ブルーアーカイブ,Hashtag / unclassified,17134,2026-08-28,1966,1445,176,0.9104781281790437,73438,1920379,11314,7.149737765365826,4.494202699579384,1.5912299390115514,5.082536865372938,14536,False,False,
#백현,#백현,Hashtag / unclassified,2843,2026-08-28,309,195,28,0.9093851132686084,6183,143519,2676,1.1237380312807936,0.6090794797861439,1.8474940886885574,5.080134885454893,1970,False,False,
#윤산하,#윤산하,Hashtag / unclassified,5628,2026-08-17,549,183,155,0.7176684881602915,11158,300397,2276,2.5129253160426983,1.4394266257807922,1.7471876261762627,5.079702184050138,4737,False,True,
entity:bts,BTS,Music / Fandom,720334,2026-09-07,5968,3581,691,0.88421581769437,1378866,36856334,331614,248.39333050588917,165.69188722767237,1.499233767634088,5.079450749454562,39111,False,False,1.506272367657905
#eagles,#eagles,Hashtag / unclassified,6019,2026-08-19,584,371,233,0.601027397260274,47491,6603010,3117,2.50565391796532,1.443095132860104,1.737608168327002,5.078829581754279,4728,False,False,
#pantalone,#pantalone,Hashtag / unclassified,8815,2026-08-20,900,515,21,0.9766666666666667,54809,369738,7127,3.809059305826028,2.2736956667699006,1.6760903029321828,5.069290946920475,7442,False,False,
#ダンガンロンパ,#ダンガンロンパ,Hashtag / unclassified,3453,2026-08-18,348,327,13,0.9626436781609196,17727,815116,2872,1.5352953820079616,0.8438181829652429,1.8217475717593836,5.0665287973339534,2770,False,False,
#tempest,#tempest,Hashtag / unclassified,4371,2026-08-24,471,122,88,0.8131634819532909,22512,2394551,6362,1.9782627148845875,1.119440690014682,1.7688229178337835,5.0658984167134475,3662,False,False,
#ricecaketwt,#ricecaketwt,Hashtag / unclassified,1865,2026-08-18,200,171,66,0.6699999999999999,11031,142854,1154,0.8823536678206677,0.4563319993075573,1.9377654179012185,5.061442021029917,1498,False,False,
#dol,#dol,Hashtag / unclassified,3924,2026-08-31,332,148,14,0.9578313253012049,5985,36306,921,1.742864583779002,0.9539382279138487,1.829482899752152,5.06142405705262,3166,False,True,
#ai,#ai,Hashtag / unclassified,35804,2026-09-02,270,212,242,0.10370370370370374,1913,644411,480,29.60799020962457,15.87543141903285,1.8682368636118452,5.051303810313822,3984,False,False,
#xauusd,#xauusd,Hashtag / unclassified,17378,2026-08-20,1638,683,1071,0.34615384615384615,9174,1196814,1663,6.932487936603372,4.320999437668195,1.604804341395829,5.05099755156379,14143,False,False,
#aen,#aen,Hashtag / unclassified,2658,2026-08-29,278,111,92,0.6690647482014389,11013,436317,2474,1.210503618273693,0.6512775533358585,1.8615672027356258,5.048481026653418,2136,False,False,
