topic,label,family,total_tweets,peak_day,peak_tweets,peak_authors,peak_originals,peak_rt_fraction,peak_likes,peak_views,peak_retweets,peak_per_100k,baseline_per_100k,share_lift,spike_score,baseline_tweets,low_baseline,window_boundary_peak,language_adjusted_share_lift
#happyjkday,#happyjkday,Hashtag / unclassified,35107,2026-08-31,30559,17291,6709,0.7804574757027389,867813,9806666,383928,160.42228558946542,0.1144966919163811,1399.2901606735195,107.92677507755468,380,False,True,
#pokemonpersonalityquiz,#pokemonpersonalityquiz,Hashtag / unclassified,16880,2026-08-24,16749,16477,16285,0.027703146456504846,67183,5887921,2275,70.34803017325255,0.04004552987218005,1750.0738970039974,104.7817985121969,131,False,False,
#healinggratis,#healinggratis,Hashtag / unclassified,7383,2026-08-30,7296,752,4384,0.3991228070175439,19449,344737,9135,30.767375280589945,0.02475376217991678,1235.3965644816387,91.36064195396682,81,False,False,
#gaboronerevival,#gaboronerevival,Hashtag / unclassified,6708,2026-08-29,6610,744,4487,0.3211800302571861,16128,257718,7459,28.782118405716226,0.029880711716720094,958.4169716849896,87.12492210444385,98,False,False,
#megawordablaze,#megawordablaze,Hashtag / unclassified,7679,2026-08-22,7549,730,4671,0.3812425486819446,16390,311804,6934,32.71389563994278,0.03965099849937441,821.9392558185125,86.4614390485993,130,False,False,
#botswanawordexpo,#botswanawordexpo,Hashtag / unclassified,8311,2026-08-28,8112,777,5123,0.36846646942800787,20673,326943,10645,29.500850840614238,0.06152630278042773,478.3113132270824,80.12714178394262,199,False,False,
#verzuz,#verzuz,Hashtag / unclassified,12751,2026-08-21,11998,5104,4620,0.6149358226371062,293634,14244739,56239,48.79614088330044,0.2288964750485208,213.04623249970774,72.65180889238951,747,False,False,
#prepareinhaste,#prepareinhaste,Hashtag / unclassified,2419,2026-08-17,2362,349,1328,0.4377646062658763,4300,101668,2128,10.811529319659114,0.017320523046127325,618.9065002306043,72.03425123535143,57,False,True,
#whybealert,#whybealert,Hashtag / unclassified,2499,2026-08-18,2430,334,1469,0.3954732510288066,3601,86823,1473,10.720597064021112,0.02101929769841219,506.47077730429714,70.04239823270649,69,False,False,
#whytheinstructions,#whytheinstructions,Hashtag / unclassified,2496,2026-08-25,2414,328,1535,0.36412593206296606,4439,103606,1998,11.280924172188588,0.024883362198387514,450.69780992285433,68.6719609882092,82,False,False,
#เปิดกล้องyourtuber,#เปิดกล้องyourtuber,Hashtag / unclassified,11218,2026-08-25,10275,1980,1329,0.8706569343065693,508298,9434983,376152,48.01636117201232,0.2858552096448907,167.89346462102642,68.27856888627916,942,False,False,
#5dayweekandfairpli,#5dayweekandfairpli,Hashtag / unclassified,2571,2026-08-30,2480,576,1114,0.5508064516129032,125238,3649662,244081,10.458208702832108,0.024448160177695587,425.19951669677664,68.25292298341564,80,False,False,
#hulmun,#hulmun,Hashtag / unclassified,3974,2026-08-22,3798,2303,2736,0.2796208530805687,60969,9199804,6413,16.45878601675754,0.05368135181453767,305.77323365584977,68.05264716878557,176,False,False,
#behindtheunfolding,#behindtheunfolding,Hashtag / unclassified,2723,2026-08-20,2631,367,1633,0.37932345115925503,4898,100509,2592,11.135150037364756,0.02810803565477437,394.08888062062505,67.90552580235365,92,False,False,
#timetochooseisnow,#timetochooseisnow,Hashtag / unclassified,2447,2026-08-24,2370,307,1416,0.4025316455696203,4430,102817,2032,9.954315571712254,0.023538212214945526,420.26047786078067,67.72593743896847,77,False,False,
#피해자구제책부터_마련하라,#피해자구제책부터_마련하라,Hashtag / unclassified,2611,2026-08-21,2526,350,449,0.8222486144101346,5024,164530,4675,10.273299872580171,0.02573936265605856,396.8447994281903,67.63326843512284,84,False,False,
#timelesz_ep2生配信,#timelesz_ep2生配信,Hashtag / unclassified,2189,2026-08-30,2120,566,2016,0.049056603773584895,25031,1923040,1866,8.940081633066157,0.020169732146598857,440.01354201883834,67.26242016157866,66,False,False,
#櫻坂46_whatslonesome_final,#櫻坂46_whatslonesome_final,Hashtag / unclassified,4698,2026-08-30,4359,1578,2673,0.3867859600825877,166250,6089000,19104,18.381988603082725,0.07120526651753839,257.63164605065134,67.11863191162013,233,False,False,
#revivalmemoirs,#revivalmemoirs,Hashtag / unclassified,2323,2026-08-27,2248,296,1511,0.327846975088968,4569,90229,2191,9.555783180809913,0.022906960758323755,414.48583665032993,67.1114865973836,75,False,False,
#righteousagenda,#righteousagenda,Hashtag / unclassified,1921,2026-08-19,1866,331,1128,0.39549839228295824,3720,81743,1986,8.0060791282933,0.016787274176672105,472.7436875430063,66.92195828844505,55,False,False,
#보완수사권_폐지_반대한다,#보완수사권_폐지_반대한다,Hashtag / unclassified,2615,2026-08-21,2524,353,446,0.8232963549920761,4979,163275,4643,10.265165826758652,0.027577888560062744,370.24132843886366,66.84218039800616,90,False,False,
#grabfoodถูกกว่าชัวร์trip,#grabfoodถูกกว่าชัวร์trip,Hashtag / unclassified,35018,2026-08-26,30511,5721,3493,0.8855166988954803,1749784,22768743,998748,121.16994303928497,1.3792528446437593,87.84353189724955,66.67277428760296,4493,False,False,
#estx3cemaisonkeeps,#estx3cemaisonkeeps,Hashtag / unclassified,3646,2026-08-20,3477,1074,896,0.7423065861374749,103601,1921746,59871,14.715665784841223,0.05163323940931379,284.20386236891864,66.46321291926768,169,False,False,
#ออมxกิจกรรมทดสอบตลาดotop,#ออมxกิจกรรมทดสอบตลาดotop,Hashtag / unclassified,9026,2026-08-26,8365,1372,1270,0.8481769276748357,332596,4823164,202500,33.220365557458585,0.20291255960594812,163.60366605805498,66.42137504723073,661,False,False,
#0819大山,#0819大山,Hashtag / unclassified,1825,2026-08-19,1770,1450,18,0.9898305084745763,54913,5730457,8645,7.594190813011329,0.016787274176672105,448.4289840851286,65.88317387343143,55,False,False,
#thedoorwillbeclosed,#thedoorwillbeclosed,Hashtag / unclassified,2759,2026-08-26,2652,335,1752,0.3393665158371041,5674,126875,2700,10.532027430768698,0.03284666244755892,319.21104099574245,65.57739797008466,107,False,False,
#haveyoupaidattention,#haveyoupaidattention,Hashtag / unclassified,1875,2026-08-20,1813,323,1063,0.4136789851075565,3891,92888,2081,7.673138357180654,0.018331327600939806,415.235738112531,65.26201356112482,60,False,False,
#大山サッカークラブ,#大山サッカークラブ,Hashtag / unclassified,1845,2026-08-19,1785,1458,18,0.9899159663865547,53793,5451873,8457,7.658548362274137,0.018313390010915025,414.8539286904698,65.11677443943974,60,False,False,
#munips,#munips,Hashtag / unclassified,3982,2026-08-30,3759,1934,2691,0.2841181165203511,64608,8365076,7048,15.851776820139476,0.06753804249088406,234.21018105235885,64.80087648933358,221,False,False,
#permpoonthisisyourboymv,#permpoonthisisyourboymv,Hashtag / unclassified,5106,2026-08-20,4754,2415,580,0.8779974758098443,137566,1877401,78378,20.1202977109966,0.10418304519867456,192.86200764445564,64.2762322610979,341,False,False,
#infinitymedicalclinicxperthsanta,#infinitymedicalclinicxperthsanta,Hashtag / unclassified,5627,2026-08-17,5196,1442,643,0.8762509622786759,34232,413331,15245,23.78353359227297,0.13096746373475227,181.40581447592487,64.19510146500305,431,False,True,
#pondphuwinconcertlive,#pondphuwinconcertlive,Hashtag / unclassified,5132,2026-08-20,4782,2240,771,0.8387703889585947,324089,4056137,154543,20.238801778288963,0.10601617795876854,190.6482000664915,64.17967969801354,347,False,False,
#pondphuwinconcertd1,#pondphuwinconcertd1,Hashtag / unclassified,84814,2026-08-21,67756,13556,11529,0.8298453273510833,4499218,82242431,2265423,275.56520434146563,5.215897989659867,52.83062165530724,63.66420282330633,17022,False,False,
#yourtuberq2,#yourtuberq2,Hashtag / unclassified,17352,2026-08-26,15312,2370,1846,0.879440961337513,508637,7860715,351311,60.809352948691675,0.6256214772721971,97.17764318935616,63.62521640088118,2038,False,False,
#whythevisitation,#whythevisitation,Hashtag / unclassified,1785,2026-08-23,1723,269,1046,0.39291932675565877,2825,71164,1177,6.979962040025363,0.019003745849800295,364.4613783370587,63.417128829971446,62,False,False,
#gemmhouseopenhouse,#gemmhouseopenhouse,Hashtag / unclassified,24643,2026-08-24,21123,8471,2121,0.8995881266865502,1084005,18579695,517531,88.7194125828177,1.0754211762620565,82.48759025068783,63.3947265741557,3518,False,False,
#tryandenter,#tryandenter,Hashtag / unclassified,2464,2026-08-19,2349,319,1562,0.3350361856108982,4227,98157,1935,10.078392214555713,0.03510066418758713,285.946109800932,63.336203157124835,115,False,False,
#บวงสรวงmagiclover,#บวงสรวงmagiclover,Hashtag / unclassified,30960,2026-08-20,26021,6170,2241,0.9138772529879713,1641796,20574766,938318,110.12836910766563,1.5013357305169701,73.3475358250973,62.999737126906474,4914,False,False,
#writtenlongago,#writtenlongago,Hashtag / unclassified,1909,2026-08-21,1835,262,1243,0.3226158038147139,3003,65844,1209,7.462987041244899,0.022675152816051588,327.0063723463499,62.77698793333039,74,False,False,
#パイナップルの日,#パイナップルの日,Hashtag / unclassified,3539,2026-08-17,3301,3044,581,0.8239927294759164,137942,4810618,17182,15.109592838355097,0.07232078043821585,208.51821078282836,62.42023267325959,238,False,True,
#ormwithmaekoymeetandgreet,#ormwithmaekoymeetandgreet,Hashtag / unclassified,6784,2026-08-30,6174,1689,1159,0.8122772918691286,328216,4607546,190243,26.035879246486065,0.18519481334604407,140.4819092469236,62.26953608695188,606,False,False,
#op_filmbaad,#op_filmbaad,Hashtag / unclassified,4555,2026-08-23,4228,3699,114,0.9730368968779565,234360,18198603,48697,17.127846491716326,0.0996164096965338,171.69418433917835,61.985800560245494,325,False,False,
#avlars,#avlars,Hashtag / unclassified,1403,2026-08-31,1283,684,984,0.23304754481683554,32271,2360082,3188,6.735226689724275,0.01657188961947621,402.9202428910476,61.94555151465795,55,False,True,
#eucerinonceuponaglowxlingling,#eucerinonceuponaglowxlingling,Hashtag / unclassified,1552,2026-08-19,1493,642,51,0.9658405894172807,77952,739973,47104,6.405721403291476,0.01800816684406644,352.8409547611841,61.85694486957968,59,False,False,
#angeljenniewithlove,#angeljenniewithlove,Hashtag / unclassified,2065,2026-08-28,1980,1034,846,0.5727272727272728,88737,2644033,24391,7.2006514625759594,0.025352546874347105,282.3707722147068,61.8046307110987,82,False,False,
#สขอนแก่นxknp,#สขอนแก่นxknp,Hashtag / unclassified,5769,2026-08-22,5257,1217,658,0.8748335552596538,274959,4019824,188214,22.781421298076456,0.1561639325513823,145.75298462713008,61.57793515736883,512,False,False,
#keytolit_mv撮影生配信,#keytolit_mv撮影生配信,Hashtag / unclassified,1787,2026-08-17,1704,1266,634,0.6279342723004695,399900,18238818,40164,7.799680762362037,0.02522111250576435,307.49042843570624,61.49803105945209,83,False,True,
#มนต์รักฮักอีหลีq2,#มนต์รักฮักอีหลีq2,Hashtag / unclassified,1524,2026-08-21,1468,523,225,0.8467302452316077,70261,1582397,54798,5.97038963299592,0.017159575104039038,344.97180634054337,61.47684276647815,56,False,False,
#プロセカ放送局,#プロセカ放送局,Hashtag / unclassified,4320,2026-08-26,4006,2028,827,0.7935596605092361,676953,35304399,146794,15.909239022496006,0.09516322765180622,166.93004817934047,61.248705866063375,310,False,False,
#grabfoodถูกกว่าชัวร์xbus,#grabfoodถูกกว่าชัวร์xbus,Hashtag / unclassified,3248,2026-08-19,3034,893,256,0.9156229400131839,51774,789309,46403,13.017386964223938,0.06531775770559692,198.86143668330405,61.22214471455825,214,False,False,
#amdvts,#amdvts,Hashtag / unclassified,2135,2026-08-31,1919,1068,1399,0.2709744658676394,194599,20914612,11167,10.073967277927425,0.037060771330828614,270.7929516219082,61.09336085740379,123,False,True,
#モー烈モー進クライマックス,#モー烈モー進クライマックス,Hashtag / unclassified,3492,2026-08-28,3284,1029,2840,0.1352009744214373,391048,10755336,25982,11.942898688434067,0.0639997219876811,186.18728046765452,61.057244329604586,207,False,False,
#มนต์รักฮักอีหลีq3,#มนต์รักฮักอีหลีq3,Hashtag / unclassified,1839,2026-08-26,1759,586,259,0.8527572484366117,56572,1136037,40559,6.985609445973658,0.024558252297240315,282.7641630148094,60.85660539581726,80,False,False,
#royaloshaxlingormseveniversary,#royaloshaxlingormseveniversary,Hashtag / unclassified,9463,2026-08-23,8417,1514,1080,0.8716882499702983,457201,6660703,225480,34.097701968017105,0.3206115832079211,106.30755633814512,60.84558152080332,1046,False,False,
#acethegamejmibarra,#acethegamejmibarra,Hashtag / unclassified,1398,2026-08-23,1346,295,451,0.6649331352154533,30542,741882,10263,5.452715557675066,0.01563211352160992,345.55674269369564,60.76352769935019,51,False,False,
#nipponhaku2026xgmmtvmascot,#nipponhaku2026xgmmtvmascot,Hashtag / unclassified,4555,2026-08-28,4232,2043,482,0.8861058601134215,220405,5474020,107983,15.390483328091648,0.09986430049285505,153.89394229814354,60.6742092592998,323,False,False,
#夏祭りグッタイム,#夏祭りグッタイム,Hashtag / unclassified,2188,2026-08-17,2060,1154,1172,0.43106796116504853,118998,2829083,17200,9.429191531963495,0.03889520964744382,241.5408346668205,60.40751403099263,128,False,True,
#tlefirstonexsandellsiamcenter,#tlefirstonexsandellsiamcenter,Hashtag / unclassified,4870,2026-08-24,4440,1075,670,0.8490990990990991,183347,2343497,128596,18.648591197638147,0.13144715912242305,141.72256746180292,60.02441926368312,430,False,False,
#さとふるチャージボーナスデー,#さとふるチャージボーナスデー,Hashtag / unclassified,1701,2026-08-28,1631,1010,600,0.6321275291232373,4731,540030,14972,5.931445724980501,0.02164241806346704,272.2054426161047,59.835561914452605,70,False,False,
#shokubutsuxthomaskong,#shokubutsuxthomaskong,Hashtag / unclassified,2381,2026-08-19,2234,654,239,0.8930170098478066,71080,1018780,44874,9.584984336874186,0.04486780552674181,212.95069708000213,59.647477937129125,147,False,False,
#areyouabaleba,#areyouabaleba,Hashtag / unclassified,2943,2026-08-25,2718,2666,148,0.9455481972038263,99989,10611644,16165,12.701554225355666,0.06827751822728281,185.65001029480624,59.598326597270095,225,False,False,
#japan_4t,#japan_4t,Hashtag / unclassified,2667,2026-08-26,2500,2500,0,1.0,0,0,0,9.928381816335499,0.050651395363058155,195.46087425032943,59.549792634336626,165,False,False,
#スキズ_4th_mini,#スキズ_4th_mini,Hashtag / unclassified,2723,2026-08-26,2533,2520,32,0.9873667587840506,82540,3335252,22520,10.05943645631113,0.05218628613163567,192.23280428521025,59.46125785272178,170,False,False,
#onamspecial26,#onamspecial26,Hashtag / unclassified,2101,2026-08-26,1988,434,923,0.5357142857142857,8583,164834,6006,7.89504922034999,0.03468853136985195,226.65260240618696,59.428884268007835,113,False,False,
#sackruipedro,#sackruipedro,Hashtag / unclassified,2064,2026-08-19,1942,938,1493,0.23120494335736352,61846,4436191,23633,8.332157377891527,0.03723722635552722,222.9028729944273,59.06356495328928,122,False,False,
#ゼンゼロ予告番組,#ゼンゼロ予告番組,Hashtag / unclassified,2417,2026-08-28,2280,1443,572,0.7491228070175439,67105,4749754,15087,8.291659259935953,0.04173894912240072,197.96555176043995,58.9910613095197,135,False,False,
#今夜のsohoneyはフルでmv再現,#今夜のsohoneyはフルでmv再現,Hashtag / unclassified,1537,2026-08-28,1471,522,621,0.5778382053025153,88095,1506532,15051,5.349574899721837,0.02040570845984035,260.27800212523334,58.52942385280296,66,False,False,
#eomstrikesfirstpitch,#eomstrikesfirstpitch,Hashtag / unclassified,2132,2026-08-30,1997,1074,661,0.6690035052578869,117049,1125632,40225,8.421388217562791,0.040645066295418905,206.46903762590392,58.441586545295266,133,False,False,
#꾹이생일ㅊㅋ,#꾹이생일ㅊㅋ,Hashtag / unclassified,2765,2026-08-31,2251,1530,8,0.9964460239893381,45,749,0,11.816831861706424,0.06267187347001912,188.14041133120244,58.326522365325815,208,False,True,
#대전의아들성현,#대전의아들성현,Hashtag / unclassified,1966,2026-08-30,1846,1002,647,0.6495124593716143,120056,1187909,39921,7.784618252188738,0.036061036262100984,215.02075024086827,58.27766939989198,118,False,False,
#デレミリ合同ライブ,#デレミリ合同ライブ,Hashtag / unclassified,3909,2026-08-26,3565,2459,258,0.9276297335203366,82481,8266138,41551,14.157872470094423,0.10160976887983182,139.1450894154146,58.239552001312425,331,False,False,
#เบื้องลึกเบื้องหลังแฟนบอย,#เบื้องลึกเบื้องหลังแฟนบอย,Hashtag / unclassified,1357,2026-08-28,1302,479,426,0.6728110599078341,41480,735232,19723,4.734973840542374,0.01700475704986696,276.04735624406965,58.15955539674019,55,False,False,
#にじバンダイ,#にじバンダイ,Hashtag / unclassified,1521,2026-08-24,1442,1007,21,0.9854368932038835,160196,2732173,18764,6.056592006079777,0.023843903282672087,252.47969560480615,58.05051827225893,78,False,False,
#家族を想う24時間テレビ,#家族を想う24時間テレビ,Hashtag / unclassified,3575,2026-08-30,3261,1529,2013,0.38270469181232747,298511,22662519,24021,13.751701040296574,0.09504222269079159,144.4803360379515,58.04424760477327,311,False,False,
#shunto_hbd_23rd,#shunto_hbd_23rd,Hashtag / unclassified,1525,2026-08-31,1220,666,521,0.5729508196721311,60087,1660971,9751,6.40450238617585,0.022296724215295265,285.4287451509538,57.97517594354743,74,False,True,
#8月を写真４枚で振り返る,#8月を写真４枚で振り返る,Hashtag / unclassified,1742,2026-08-31,1450,1330,1247,0.14,23914,795971,725,7.611908573733593,0.030432015483038134,248.98196382963982,57.94811896435473,101,False,True,
#kengnamping_1st_fan_meeting_in_taipei,#kengnamping_1st_fan_meeting_in_taipei,Hashtag / unclassified,6046,2026-08-23,5381,1397,464,0.9137706745958001,240493,3517190,159357,21.7987090756683,0.20352398781076447,107.03568732414735,57.91883095461347,664,False,False,
#arscov,#arscov,Hashtag / unclassified,3860,2026-08-21,3508,1969,2342,0.3323831242873432,115590,7726365,9146,14.267116370946653,0.1078601863682454,132.1053661913662,57.51339452537471,352,False,False,
#aurano10xlenamiu,#aurano10xlenamiu,Hashtag / unclassified,7105,2026-08-28,6310,1053,1014,0.8393026941362915,395754,5068338,111358,22.947530671138537,0.2427042597117375,94.49665270121743,57.41949837611422,785,False,False,
#sofiasmithservicepoint,#sofiasmithservicepoint,Hashtag / unclassified,1685,2026-08-23,1587,313,453,0.7145557655954631,30472,714453,10901,6.429019011909605,0.029118642834371423,219.70027739049237,57.33591978667089,95,False,False,
#iriamメンテ中のフォロー祭り,#iriamメンテ中のフォロー祭り,Hashtag / unclassified,28495,2026-08-18,21824,5019,2004,0.9081744868035191,200563,2586428,36675,96.28243223259125,1.8143614071267098,53.063602139981406,57.24385950979851,5956,False,False,
#midnight_dream_party,#midnight_dream_party,Hashtag / unclassified,18367,2026-08-24,14996,4348,53,0.9964657241931182,515535,10044725,338913,62.98519675670758,1.0289561339676188,61.20566006604307,57.07432208379811,3366,False,False,
#ねぽらぼ6周年3dライブ,#ねぽらぼ6周年3dライブ,Hashtag / unclassified,4043,2026-08-17,3605,1354,2396,0.33536754507628297,65911,2335217,7747,16.501085180936116,0.1330945455123468,123.85597821185307,56.94360030320813,438,False,True,
#fayecnprivateevent,#fayecnprivateevent,Hashtag / unclassified,1955,2026-08-30,1815,449,385,0.7878787878787878,39242,459106,12987,7.653890643403337,0.03972826028875533,191.97079029864773,56.918881357040036,130,False,False,
#東京コミコン2026,#東京コミコン2026,Hashtag / unclassified,1680,2026-08-26,1572,954,45,0.9713740458015268,26905,3142503,9381,6.242966486111762,0.029469902756688378,210.81150898340715,56.82351219332012,96,False,False,
#ขายหัวเราะ,#ขายหัวเราะ,Hashtag / unclassified,1797,2026-08-17,1672,1086,53,0.9683014354066986,47353,1180197,30819,7.653207884195614,0.037983603171331856,200.7444153343938,56.775339987879256,125,False,True,
#ormcentralbeautyawards,#ormcentralbeautyawards,Hashtag / unclassified,9052,2026-08-27,7721,1642,1204,0.8440616500453308,424798,6344997,240831,32.82037452803974,0.40652219692438557,80.70942618515802,56.706838248305445,1331,False,False,
#gisellexkiwoomheroes,#gisellexkiwoomheroes,Hashtag / unclassified,1397,2026-08-26,1325,551,386,0.7086792452830188,58256,2445657,19585,5.262042362657815,0.022102427067516285,236.5226311952138,56.698535740789175,72,False,False,
#وسط_سوبر_وظهير_للاهلي,#وسط_سوبر_وظهير_للاهلي,Hashtag / unclassified,1565,2026-08-30,1471,870,1122,0.23725356900067984,50564,4035372,18673,6.203235887849206,0.028420986206571117,217.16911761991315,56.623881396492614,93,False,False,
#27thhbdkeng,#27thhbdkeng,Hashtag / unclassified,6037,2026-08-21,5310,1556,612,0.8847457627118644,297601,3407036,198621,21.595891656136466,0.22276805536850683,96.88588601903407,56.5964195228678,727,False,False,
#enhypen24thwin,#enhypen24thwin,Hashtag / unclassified,1209,2026-08-30,1146,929,531,0.5366492146596858,117273,1666096,48631,4.832704505421612,0.01833612013327169,261.4978338103307,56.575203809052844,60,False,False,
#happybirthdayjungkook,#happybirthdayjungkook,Hashtag / unclassified,2445,2026-08-31,1877,1514,839,0.5530101225359616,41684,561391,14489,9.85348440889514,0.05423527511828578,181.22534560018983,56.54708921738587,180,False,True,
#evanonkcon,#evanonkcon,Hashtag / unclassified,1131,2026-08-17,1072,790,134,0.875,33382,408015,10531,4.906841418575177,0.017928260696868637,271.5197384631796,56.41825288950692,59,False,True,
#シャニマス生配信,#シャニマス生配信,Hashtag / unclassified,5358,2026-08-25,4651,1862,1457,0.6867340356912492,111396,8940517,35455,21.734705188421344,0.21332931250568807,101.82187967692404,56.32768779722155,703,False,False,
#medalis,#medalis,Hashtag / unclassified,1710,2026-08-30,1593,1593,0,1.0,0,0,0,6.717712283714334,0.033616220244331425,198.99364218618618,56.31214426021744,110,False,False,
#오늘의시구는_애리챤데스,#오늘의시구는_애리챤데스,Hashtag / unclassified,1323,2026-08-26,1255,528,369,0.7059760956175298,57739,2437848,19493,4.984047671800421,0.02087451445265427,237.11395893856712,56.29655425470402,68,False,False,
#大盛りハッピー初披露,#大盛りハッピー初披露,Hashtag / unclassified,1090,2026-08-17,1034,343,696,0.3268858800773694,12796,571318,2218,4.73290487575255,0.017016654220756672,275.8056246333639,56.28359150412999,56,False,True,
#friendlymexwave,#friendlymexwave,Hashtag / unclassified,1206,2026-08-29,1142,416,163,0.8572679509632224,83267,831962,42101,4.9726443599588395,0.019513934182347818,252.96061628472177,56.20996258689617,64,False,False,
#op_filmgv,#op_filmgv,Hashtag / unclassified,4814,2026-08-23,4275,3728,140,0.9672514619883041,234839,18076382,48718,17.31824592055045,0.1642904479918219,105.3264453172062,56.17372722988476,536,False,False,
#世界犬の日,#世界犬の日,Hashtag / unclassified,20429,2026-08-26,16526,12719,3095,0.8127193513251846,758319,18915194,101685,65.63057515870419,1.1959868868756034,54.87028090476661,56.11981751396811,3896,False,False,
#zega,#zega,Hashtag / unclassified,1493,2026-08-31,1289,960,112,0.91311093871218,15004,966631,8692,6.766724242443173,0.02982940131505718,225.79507395210828,56.00185636508222,99,False,True,
#100kโอ๋เอ๋มาแล้วคับ,#100kโอ๋เอ๋มาแล้วคับ,Hashtag / unclassified,1639,2026-08-25,1522,697,342,0.7752956636005256,90051,1673537,74812,7.112496516185183,0.035504309478187064,199.54075963966824,55.99321625274787,117,False,False,
#함께_떠나요,#함께_떠나요,Hashtag / unclassified,4442,2026-08-18,3917,3909,14,0.9964258360990554,91161,3323151,41377,17.280896584267776,0.15932018400390685,108.37669191781858,55.92701664629037,523,False,False,
#pondphuwinconcertd2,#pondphuwinconcertd2,Hashtag / unclassified,71682,2026-08-22,51227,11233,8173,0.8404552286879966,3608037,51184362,1779036,221.99426837294328,6.222766702955667,35.67400103113134,55.920565603628276,20402,False,False,
#barçarayo,#barçarayo,Hashtag / unclassified,1891,2026-08-31,1620,919,727,0.5512345679012346,209300,9201663,13192,8.504339234102359,0.04519606259857148,187.59822834454852,55.811632723446515,150,False,True,
#rm과_드라이브,#rm과_드라이브,Hashtag / unclassified,4449,2026-08-18,3918,3910,15,0.9961715160796325,91179,3323864,41381,17.28530835260688,0.1611479490211601,107.1759786971082,55.79576095512497,529,False,False,
#thedemisxfaye,#thedemisxfaye,Hashtag / unclassified,1624,2026-08-23,1521,382,321,0.7889546351084813,26200,340259,9175,6.1616496012063715,0.031570739073055326,194.29062698917457,55.70631887003609,103,False,False,
#8月最後のff集合,#8月最後のff集合,Hashtag / unclassified,1492,2026-08-31,1373,1291,1244,0.09395484340859428,25183,489056,293,7.207689980507739,0.034349007574914325,208.99667377447648,55.68921471147585,114,False,True,
#dontsayyouloveme1billion,#dontsayyouloveme1billion,Hashtag / unclassified,3034,2026-08-17,2722,2310,579,0.7872887582659809,66641,866754,28633,12.459349199031374,0.09480707351564432,131.23175543937307,55.65095494999168,312,False,True,
#coachplayxteeteepor,#coachplayxteeteepor,Hashtag / unclassified,5006,2026-08-19,4385,1594,546,0.875484606613455,237498,2551485,125140,18.813856901160833,0.1895435866129705,99.19018716153779,55.61815130803499,621,False,False,
#crazyliveshowcase,#crazyliveshowcase,Hashtag / unclassified,4241,2026-08-28,3818,1070,1414,0.6296490309062337,81308,1438633,34824,13.884892567734855,0.13016368578170892,106.5599625774831,55.5528576862985,421,False,False,
#biharteachersneed7thpay,#biharteachersneed7thpay,Hashtag / unclassified,1347,2026-08-30,1255,321,611,0.5131474103585658,47028,1029289,156304,5.292359645989635,0.02414255817547439,217.9209580825059,55.42760131993426,79,False,False,
#kengnampingfanmeetingtp_enfinity,#kengnampingfanmeetingtp_enfinity,Hashtag / unclassified,2992,2026-08-23,2714,1148,266,0.9019896831245394,149177,1963504,98962,10.99455425225121,0.08521034429426584,128.8204729707911,55.4187138410721,278,False,False,
#bleach_mh,#bleach_mh,Hashtag / unclassified,1607,2026-08-27,1482,1481,3,0.9979757085020243,71918,6457766,13846,6.299675566708314,0.03268059734854189,191.93315063365495,55.3803802452992,107,False,False,
#medihealdermalabxest,#medihealdermalabxest,Hashtag / unclassified,3342,2026-08-28,3042,1089,779,0.7439184746877054,188628,2180085,104707,11.062819065230338,0.09244404287109492,119.49028679578772,55.34814587824277,299,False,False,
#乃木坂全国ツアー神宮day4,#乃木坂全国ツアー神宮day4,Hashtag / unclassified,7132,2026-08-23,6131,2324,3045,0.5033436633501875,256402,14390583,27891,24.836997833659606,0.30620551780565314,81.07821466846259,55.30372681545943,999,False,False,
#linglingmostbeautiful2026,#linglingmostbeautiful2026,Hashtag / unclassified,1848,2026-08-19,1708,825,324,0.810304449648712,55048,744733,28353,7.328179609391723,0.04273124335880172,170.9343662964864,55.21187673148926,140,False,False,
#sistarsecretrecipexauausave,#sistarsecretrecipexauausave,Hashtag / unclassified,1667,2026-08-21,1554,362,170,0.8906048906048906,26743,475578,11691,6.320153603321294,0.03462557119207878,181.78287366283834,55.16385920405717,113,False,False,
#nutrimasterxzeenunew,#nutrimasterxzeenunew,Hashtag / unclassified,6064,2026-08-30,5200,984,807,0.8448076923076924,209885,2485222,153191,21.928502118841518,0.2524272538347069,86.82637188086078,55.10506922636881,826,False,False,
#linglingeucerinonceuponaglow,#linglingeucerinonceuponaglow,Hashtag / unclassified,4761,2026-08-19,4160,1088,506,0.8783653846153846,179611,2618150,96835,17.848493662218715,0.18343912327599884,97.23007528705568,55.02892738149764,601,False,False,
#namtan,#namtan,Hashtag / unclassified,1187,2026-08-31,1044,1040,1,0.9990421455938697,57,1153,3,5.480574173088186,0.02259803129928574,241.03365693799094,55.01000437333922,75,False,True,
#รสดีเมนูพริกแกงxperthsanta,#รสดีเมนูพริกแกงxperthsanta,Hashtag / unclassified,13114,2026-08-28,10940,2071,2544,0.7674588665447898,346875,4063999,177556,39.78541767706111,0.6696782503638515,59.39875201556685,54.80056019504681,2166,False,False,
#katextheewave,#katextheewave,Hashtag / unclassified,6592,2026-08-22,5607,1778,528,0.9058319957196361,449045,4031696,208723,24.298160399146795,0.29982255019142345,81.00782336309909,54.726467348230024,983,False,False,
